,i,t,x,v,E,EKS,ekin,ekin_u
729,729,3645,"[[0.17152063 0.17152063 0.17152063]
 [2.39347937 2.39347937 2.39347937]]","[[-6.58006203e-06 -6.58006203e-06 -6.58006203e-06]
 [ 6.58006203e-06  6.58006203e-06  6.58006203e-06]]",-8.241584019020843,-8.241590718725103,6.650028284610773e-06,4.9675975636627657e-08
730,730,3650,"[[0.17147894 0.17147894 0.17147894]
 [2.39352106 2.39352106 2.39352106]]","[[-1.00916395e-05 -1.00916395e-05 -1.00916395e-05]
 [ 1.00916395e-05  1.00916395e-05  1.00916395e-05]]",-8.241584019692464,-8.24159975587759,1.5641808789900336e-05,9.437633693195339e-08
731,731,3655,"[[0.17141971 0.17141971 0.17141971]
 [2.39358029 2.39358029 2.39358029]]","[[-1.36002348e-05 -1.36002348e-05 -1.36002348e-05]
 [ 1.36002348e-05  1.36002348e-05  1.36002348e-05]]",-8.24158402062435,-8.24161258857807,2.840902512530216e-05,1.5892859429560859e-07
732,732,3660,"[[0.17134294 0.17134294 0.17134294]
 [2.39365706 2.39365706 2.39365706]]","[[-1.71050711e-05 -1.71050711e-05 -1.71050711e-05]
 [ 1.71050711e-05  1.71050711e-05  1.71050711e-05]]",-8.241584021784016,-8.241629201949031,4.493795297215137e-05,2.422120420721177e-07
733,733,3665,"[[0.17124866 0.17124866 0.17124866]
 [2.39375134 2.39375134 2.39375134]]","[[-2.0605326e-05 -2.0605326e-05 -2.0605326e-05]
 [ 2.0605326e-05  2.0605326e-05  2.0605326e-05]]",-8.241584023190512,-8.241649577414236,6.521124599430196e-05,3.429777303468872e-07
734,734,3670,"[[0.17113689 0.17113689 0.17113689]
 [2.39386311 2.39386311 2.39386311]]","[[-2.41000778e-05 -2.41000778e-05 -2.41000778e-05]
 [ 2.41000778e-05  2.41000778e-05  2.41000778e-05]]",-8.241584024894685,-8.241673692407716,8.92073020271092e-05,4.602110040214075e-07
735,735,3675,"[[0.17100766 0.17100766 0.17100766]
 [2.39399234 2.39399234 2.39399234]]","[[-2.7588328e-05 -2.7588328e-05 -2.7588328e-05]
 [ 2.7588328e-05  2.7588328e-05  2.7588328e-05]]",-8.241584026921235,-8.241701519624902,0.00011689993706998613,5.927665959608221e-07
736,736,3680,"[[0.17086101 0.17086101 0.17086101]
 [2.39413899 2.39413899 2.39413899]]","[[-3.10690608e-05 -3.10690608e-05 -3.10690608e-05]
 [ 3.10690608e-05  3.10690608e-05  3.10690608e-05]]",-8.241584029257583,-8.241733026637114,0.00014825855656044006,7.388229704192806e-07
737,737,3685,"[[0.17069697 0.17069697 0.17069697]
 [2.39430303 2.39430303 2.39430303]]","[[-3.45412752e-05 -3.45412752e-05 -3.45412752e-05]
 [ 3.45412752e-05  3.45412752e-05  3.45412752e-05]]",-8.24158403185709,-8.241768176091014,0.00018324842457317187,8.958093494898105e-07
738,738,3690,"[[0.17051559 0.17051559 0.17051559]
 [2.39448441 2.39448441 2.39448441]]","[[-3.80039598e-05 -3.80039598e-05 -3.80039598e-05]
 [ 3.80039598e-05  3.80039598e-05  3.80039598e-05]]",-8.241584034671817,-8.241806926407886,0.00022183047919721187,1.061256873136473e-06
739,739,3695,"[[0.17031693 0.17031693 0.17031693]
 [2.39468307 2.39468307 2.39468307]]","[[-4.14560354e-05 -4.14560354e-05 -4.14560354e-05]
 [ 4.14560354e-05  4.14560354e-05  4.14560354e-05]]",-8.24158403769114,-8.241849232517637,0.00026396056464673056,1.23426184976047e-06
740,740,3700,"[[0.17010103 0.17010103 0.17010103]
 [2.39489897 2.39489897 2.39489897]]","[[-4.48963223e-05 -4.48963223e-05 -4.48963223e-05]
 [ 4.48963223e-05  4.48963223e-05  4.48963223e-05]]",-8.241584040923122,-8.241895046040856,0.0003095886645846721,1.416453148480612e-06
741,741,3705,"[[0.16986797 0.16986797 0.16986797]
 [2.39513203 2.39513203 2.39513203]]","[[-4.83235852e-05 -4.83235852e-05 -4.83235852e-05]
 [ 4.83235852e-05  4.83235852e-05  4.83235852e-05]]",-8.24158404434636,-8.241944315221954,0.00035865906483871133,1.6118107542110313e-06
742,742,3710,"[[0.1696178 0.1696178 0.1696178]
 [2.3953822 2.3953822 2.3953822]]","[[-5.17366405e-05 -5.17366405e-05 -5.17366405e-05]
 [ 5.17366405e-05  5.17366405e-05  5.17366405e-05]]",-8.241584047967214,-8.241996985191687,0.0004111118216212192,1.825402850539551e-06
743,743,3715,"[[0.1693506 0.1693506 0.1693506]
 [2.3956494 2.3956494 2.3956494]]","[[-5.51344569e-05 -5.51344569e-05 -5.51344569e-05]
 [ 5.51344569e-05  5.51344569e-05  5.51344569e-05]]",-8.241584051853113,-8.242052997825713,0.00046688478250907017,2.0611900890792516e-06
744,744,3720,"[[0.16906645 0.16906645 0.16906645]
 [2.39593355 2.39593355 2.39593355]]","[[-5.8516171e-05 -5.8516171e-05 -5.8516171e-05]
 [ 5.8516171e-05  5.8516171e-05  5.8516171e-05]]",-8.24158405605407,-8.242112290754847,0.0005259147094983001,2.3199912777450623e-06
745,745,3725,"[[0.16876544 0.16876544 0.16876544]
 [2.39623456 2.39623456 2.39623456]]","[[-6.18810022e-05 -6.18810022e-05 -6.18810022e-05]
 [ 6.18810022e-05  6.18810022e-05  6.18810022e-05]]",-8.241584060535283,-8.242174796633567,0.0005881365837522853,2.5995145310643615e-06
746,746,3730,"[[0.16844764 0.16844764 0.16844764]
 [2.39655236 2.39655236 2.39655236]]","[[-6.52281301e-05 -6.52281301e-05 -6.52281301e-05]
 [ 6.52281301e-05  6.52281301e-05  6.52281301e-05]]",-8.24158406521591,-8.242240443644455,0.0006534816156766049,2.896812867743255e-06
747,747,3735,"[[0.16811316 0.16811316 0.16811316]
 [2.39688684 2.39688684 2.39688684]]","[[-6.85566225e-05 -6.85566225e-05 -6.85566225e-05]
 [ 6.85566225e-05  6.85566225e-05  6.85566225e-05]]",-8.24158407004058,-8.24230915670818,0.0007218755690372037,3.211098564397561e-06
748,748,3740,"[[0.16776208 0.16776208 0.16776208]
 [2.39723792 2.39723792 2.39723792]]","[[-7.18654628e-05 -7.18654628e-05 -7.18654628e-05]
 [ 7.18654628e-05  7.18654628e-05  7.18654628e-05]]",-8.241584074995885,-8.242380858364834,0.000793238838364521,3.544530586265137e-06
749,749,3745,"[[0.1673945 0.1673945 0.1673945]
 [2.3976055 2.3976055 2.3976055]]","[[-7.51536512e-05 -7.51536512e-05 -7.51536512e-05]
 [ 7.51536512e-05  7.51536512e-05  7.51536512e-05]]",-8.241584080111426,-8.242455468967153,0.0008674884189768689,3.9004367483060735e-06
750,750,3750,"[[0.16701054 0.16701054 0.16701054]
 [2.39798946 2.39798946 2.39798946]]","[[-7.84202989e-05 -7.84202989e-05 -7.84202989e-05]
 [ 7.84202989e-05  7.84202989e-05  7.84202989e-05]]",-8.241584085415841,-8.242532906267929,0.0009445403236151271,4.280528471865073e-06
751,751,3755,"[[0.1666103 0.1666103 0.1666103]
 [2.3983897 2.3983897 2.3983897]]","[[-8.16646423e-05 -8.16646423e-05 -8.16646423e-05]
 [ 8.16646423e-05  8.16646423e-05  8.16646423e-05]]",-8.241584090908479,-8.242613084982947,0.0010243105479485605,4.6835265190178075e-06
752,752,3760,"[[0.16619389 0.16619389 0.16619389]
 [2.39880611 2.39880611 2.39880611]]","[[-8.48859793e-05 -8.48859793e-05 -8.48859793e-05]
 [ 8.48859793e-05  8.48859793e-05  8.48859793e-05]]",-8.2415840965743,-8.242695916778779,0.0011067140989064817,5.1061055719826795e-06
753,753,3765,"[[0.16576144 0.16576144 0.16576144]
 [2.39923856 2.39923856 2.39923856]]","[[-8.80835979e-05 -8.80835979e-05 -8.80835979e-05]
 [ 8.80835979e-05  8.80835979e-05  8.80835979e-05]]",-8.241584102400749,-8.242781310493179,0.0011916634193819664,5.544673047914198e-06
754,754,3770,"[[0.16531306 0.16531306 0.16531306]
 [2.39968694 2.39968694 2.39968694]]","[[-9.12567579e-05 -9.12567579e-05 -9.12567579e-05]
 [ 9.12567579e-05  9.12567579e-05  9.12567579e-05]]",-8.24158410837281,-8.242869172329762,0.0012790678642687493,5.996092682707961e-06
755,755,3775,"[[0.16484887 0.16484887 0.16484887]
 [2.40015113 2.40015113 2.40015113]]","[[-9.4404731e-05 -9.4404731e-05 -9.4404731e-05]
 [ 9.4404731e-05  9.4404731e-05  9.4404731e-05]]",-8.241584114456789,-8.242959406104978,0.0013688347891557988,6.456859032521993e-06
756,756,3780,"[[0.16436901 0.16436901 0.16436901]
 [2.40063099 2.40063099 2.40063099]]","[[-9.75268598e-05 -9.75268598e-05 -9.75268598e-05]
 [ 9.75268598e-05  9.75268598e-05  9.75268598e-05]]",-8.241584120609147,-8.243051913789007,0.0014608714395022116,6.921740357767755e-06
757,757,3785,"[[0.1638736 0.1638736 0.1638736]
 [2.4011264 2.4011264 2.4011264]]","[[-0.00010062 -0.00010062 -0.00010062]
 [ 0.00010062  0.00010062  0.00010062]]",-8.241584126840843,-8.243146596124198,0.001555085970464627,7.383312890839642e-06
758,758,3790,"[[0.16336278 0.16336278 0.16336278]
 [2.40163722 2.40163722 2.40163722]]","[[-0.00010369 -0.00010369 -0.00010369]
 [ 0.00010369  0.00010369  0.00010369]]",-8.241584133204912,-8.243243352455824,0.0016513862796910675,7.832971220353917e-06
759,759,3795,"[[0.16283669 0.16283669 0.16283669]
 [2.40216331 2.40216331 2.40216331]]","[[-0.00010673 -0.00010673 -0.00010673]
 [ 0.00010673  0.00010673  0.00010673]]",-8.241584139701361,-8.243342079995925,0.001749676904419062,8.26339014429227e-06
760,760,3800,"[[0.16229546 0.16229546 0.16229546]
 [2.40270454 2.40270454 2.40270454]]","[[-0.00010975 -0.00010975 -0.00010975]
 [ 0.00010975  0.00010975  0.00010975]]",-8.241584146294562,-8.243442673788545,0.001849855772368685,8.671721614744972e-06
761,761,3805,"[[0.16173923 0.16173923 0.16173923]
 [2.40326077 2.40326077 2.40326077]]","[[-0.00011273 -0.00011273 -0.00011273]
 [ 0.00011273  0.00011273  0.00011273]]",-8.24158415296371,-8.243545027221925,0.0019518128292238762,9.061428990704969e-06
762,762,3810,"[[0.16116816 0.16116816 0.16116816]
 [2.40383184 2.40383184 2.40383184]]","[[-0.00011568 -0.00011568 -0.00011568]
 [ 0.00011568  0.00011568  0.00011568]]",-8.241584159690055,-8.243649032379478,0.0020554313204772102,9.44136894770661e-06
763,763,3815,"[[0.1605824 0.1605824 0.1605824]
 [2.4044176 2.4044176 2.4044176]]","[[-0.00011861 -0.00011861 -0.00011861]
 [ 0.00011861  0.00011861  0.00011861]]",-8.241584166464325,-8.243754580309867,0.002160590775727574,9.823069815017373e-06
764,764,3820,"[[0.15998211 0.15998211 0.15998211]
 [2.40501789 2.40501789 2.40501789]]","[[-0.0001215 -0.0001215 -0.0001215]
 [ 0.0001215  0.0001215  0.0001215]]",-8.241584173275271,-8.243861561194548,0.0022671699805834195,1.0217938692621802e-05
765,765,3825,"[[0.15936745 0.15936745 0.15936745]
 [2.40563255 2.40563255 2.40563255]]","[[-0.00012435 -0.00012435 -0.00012435]
 [ 0.00012435  0.00012435  0.00012435]]",-8.241584180104995,-8.24396986452965,0.0023750488262393116,1.0635598414200544e-05
766,766,3830,"[[0.15873858 0.15873858 0.15873858]
 [2.40626142 2.40626142 2.40626142]]","[[-0.00012718 -0.00012718 -0.00012718]
 [ 0.00012718  0.00012718  0.00012718]]",-8.241584186964069,-8.244079379360764,0.0024841089760817953,1.1083420612518636e-05
767,767,3835,"[[0.15809569 0.15809569 0.15809569]
 [2.40690431 2.40690431 2.40690431]]","[[-0.00012996 -0.00012996 -0.00012996]
 [ 0.00012996  0.00012996  0.00012996]]",-8.241584193856552,-8.244189994173583,0.0025942339917558767,1.156632527455306e-05
768,768,3840,"[[0.15743895 0.15743895 0.15743895]
 [2.40756105 2.40756105 2.40756105]]","[[-0.00013272 -0.00013272 -0.00013272]
 [ 0.00013272  0.00013272  0.00013272]]",-8.241584200753294,-8.24430159684892,0.002705309715479932,1.2086380146040222e-05
769,769,3845,"[[0.15676852 0.15676852 0.15676852]
 [2.40823148 2.40823148 2.40823148]]","[[-0.00013543 -0.00013543 -0.00013543]
 [ 0.00013543  0.00013543  0.00013543]]",-8.241584207627309,-8.244414075095307,0.002817225213151086,1.2642254846413351e-05
770,770,3850,"[[0.1560846 0.1560846 0.1560846]
 [2.4089154 2.4089154 2.4089154]]","[[-0.00013812 -0.00013812 -0.00013812]
 [ 0.00013812  0.00013812  0.00013812]]",-8.241584214458305,-8.244527316866638,0.0029298736686269554,1.3228739705665824e-05
771,771,3855,"[[0.15538737 0.15538737 0.15538737]
 [2.40961263 2.40961263 2.40961263]]","[[-0.00014076 -0.00014076 -0.00014076]
 [ 0.00014076  0.00014076  0.00014076]]",-8.241584221225501,-8.244641210684659,0.0030431520187785407,1.3837440378711284e-05
772,772,3860,"[[0.154677 0.154677 0.154677]
 [2.410323 2.410323 2.410323]]","[[-0.00014337 -0.00014337 -0.00014337]
 [ 0.00014337  0.00014337  0.00014337]]",-8.241584227964344,-8.244755645898879,0.0031569587880560476,1.4459146478765e-05
773,773,3865,"[[0.15395368 0.15395368 0.15395368]
 [2.41104632 2.41104632 2.41104632]]","[[-0.00014594 -0.00014594 -0.00014594]
 [ 0.00014594  0.00014594  0.00014594]]",-8.241584234736973,-8.24487051214369,0.0032711915486169077,1.5085858100813378e-05
774,774,3870,"[[0.15321761 0.15321761 0.15321761]
 [2.41178239 2.41178239 2.41178239]]","[[-0.00014847 -0.00014847 -0.00014847]
 [ 0.00014847  0.00014847  0.00014847]]",-8.241584241527406,-8.244985698472316,0.0033857464656797042,1.571047923008745e-05
775,775,3875,"[[0.15246896 0.15246896 0.15246896]
 [2.41253104 2.41253104 2.41253104]]","[[-0.00015097 -0.00015097 -0.00015097]
 [ 0.00015097  0.00015097  0.00015097]]",-8.2415842482593,-8.245101093592345,0.0035005204532280528,1.632487981565736e-05
776,776,3880,"[[0.15170793 0.15170793 0.15170793]
 [2.41329207 2.41329207 2.41329207]]","[[-0.00015343 -0.00015343 -0.00015343]
 [ 0.00015343  0.00015343  0.00015343]]",-8.241584254905403,-8.24521658694924,0.003615413632981984,1.6918410854539544e-05
777,777,3885,"[[0.15093471 0.15093471 0.15093471]
 [2.41406529 2.41406529 2.41406529]]","[[-0.00015584 -0.00015584 -0.00015584]
 [ 0.00015584  0.00015584  0.00015584]]",-8.241584261480991,-8.245332069180328,0.003730329449485208,1.747824985275231e-05
778,778,3890,"[[0.15014948 0.15014948 0.15014948]
 [2.41485052 2.41485052 2.41485052]]","[[-0.00015823 -0.00015823 -0.00015823]
 [ 0.00015823  0.00015823  0.00015823]]",-8.24158426795946,-8.245447431971996,0.003845171579989938,1.79924325473147e-05
779,779,3895,"[[0.14935245 0.14935245 0.14935245]
 [2.41564755 2.41564755 2.41564755]]","[[-0.00016057 -0.00016057 -0.00016057]
 [ 0.00016057  0.00016057  0.00016057]]",-8.241584274301449,-8.2455625684478,0.003959838750955483,1.845539539697117e-05
780,780,3900,"[[0.14854381 0.14854381 0.14854381]
 [2.41645619 2.41645619 2.41645619]]","[[-0.00016287 -0.00016287 -0.00016287]
 [ 0.00016287  0.00016287  0.00016287]]",-8.241584280533614,-8.245677373702774,0.00407422037233604,1.8872796824416272e-05
781,781,3905,"[[0.14772376 0.14772376 0.14772376]
 [2.41727624 2.41727624 2.41727624]]","[[-0.00016513 -0.00016513 -0.00016513]
 [ 0.00016513  0.00016513  0.00016513]]",-8.241584286689275,-8.245791744460826,0.004188196363359842,1.926140819081584e-05
782,782,3910,"[[0.14689249 0.14689249 0.14689249]
 [2.41810751 2.41810751 2.41810751]]","[[-0.00016735 -0.00016735 -0.00016735]
 [ 0.00016735  0.00016735  0.00016735]]",-8.241584292771607,-8.245905578574694,0.0043016420103394026,1.964379274663172e-05
783,783,3915,"[[0.14605022 0.14605022 0.14605022]
 [2.41894978 2.41894978 2.41894978]]","[[-0.00016953 -0.00016953 -0.00016953]
 [ 0.00016953  0.00016953  0.00016953]]",-8.24158429877763,-8.246018774937504,0.004414435045444865,2.0041114429185044e-05
784,784,3920,"[[0.14519715 0.14519715 0.14519715]
 [2.41980285 2.41980285 2.41980285]]","[[-0.00017167 -0.00017167 -0.00017167]
 [ 0.00017167  0.00017167  0.00017167]]",-8.241584304668415,-8.246131233569585,0.0045264609293885465,2.046797178141316e-05
785,785,3925,"[[0.14433351 0.14433351 0.14433351]
 [2.42066649 2.42066649 2.42066649]]","[[-0.00017377 -0.00017377 -0.00017377]
 [ 0.00017377  0.00017377  0.00017377]]",-8.241584310381501,-8.246242856243782,0.0046376140692666315,2.0931793012814717e-05
786,786,3930,"[[0.14345949 0.14345949 0.14345949]
 [2.42154051 2.42154051 2.42154051]]","[[-0.00017582 -0.00017582 -0.00017582]
 [ 0.00017582  0.00017582  0.00017582]]",-8.2415843159252,-8.246353547369642,0.0047477956814445796,2.143576299749727e-05
787,787,3935,"[[0.14257532 0.14257532 0.14257532]
 [2.42242468 2.42242468 2.42242468]]","[[-0.00017783 -0.00017783 -0.00017783]
 [ 0.00017783  0.00017783  0.00017783]]",-8.24158432135492,-8.246463213895934,0.00485691142966944,2.1981111345902796e-05
788,788,3940,"[[0.14168122 0.14168122 0.14168122]
 [2.42331878 2.42331878 2.42331878]]","[[-0.00017979 -0.00017979 -0.00017979]
 [ 0.00017979  0.00017979  0.00017979]]",-8.24158432669258,-8.246571764514524,0.004964871757686436,2.2566064258588753e-05
789,789,3945,"[[0.14077739 0.14077739 0.14077739]
 [2.42422261 2.42422261 2.42422261]]","[[-0.00018171 -0.00018171 -0.00018171]
 [ 0.00018171  0.00018171  0.00018171]]",-8.241584331918643,-8.246679109300663,0.005071594641833277,2.3182740186147993e-05
790,790,3950,"[[0.13986407 0.13986407 0.13986407]
 [2.42513593 2.42513593 2.42513593]]","[[-0.00018359 -0.00018359 -0.00018359]
 [ 0.00018359  0.00018359  0.00018359]]",-8.241584337000743,-8.246785159982728,0.005177007625554835,2.3815356430171766e-05
791,791,3955,"[[0.13894146 0.13894146 0.13894146]
 [2.42605854 2.42605854 2.42605854]]","[[-0.00018543 -0.00018543 -0.00018543]
 [ 0.00018543  0.00018543  0.00018543]]",-8.241584341924508,-8.246889830431183,0.005281046525917884,2.4441980757924484e-05
792,792,3960,"[[0.13800978 0.13800978 0.13800978]
 [2.42699022 2.42699022 2.42699022]]","[[-0.00018722 -0.00018722 -0.00018722]
 [ 0.00018722  0.00018722  0.00018722]]",-8.241584346708294,-8.24699303687092,0.005383650990139393,2.503917248718688e-05
793,793,3965,"[[0.13706924 0.13706924 0.13706924]
 [2.42793076 2.42793076 2.42793076]]","[[-0.00018897 -0.00018897 -0.00018897]
 [ 0.00018897  0.00018897  0.00018897]]",-8.241584351349394,-8.24709469765138,0.005484759275629401,2.5587026358088788e-05
794,794,3970,"[[0.13612006 0.13612006 0.13612006]
 [2.42887994 2.42887994 2.42887994]]","[[-0.00019068 -0.00019068 -0.00019068]
 [ 0.00019068  0.00019068  0.00019068]]",-8.241584355791202,-8.247194733345104,0.005584304899667786,2.6072654234742746e-05
795,795,3975,"[[0.13516245 0.13516245 0.13516245]
 [2.42983755 2.42983755 2.42983755]]","[[-0.00019234 -0.00019234 -0.00019234]
 [ 0.00019234  0.00019234  0.00019234]]",-8.24158436001451,-8.247293067555335,0.005682216106963231,2.649143386047593e-05
796,796,3980,"[[0.13419662 0.13419662 0.13419662]
 [2.43080338 2.43080338 2.43080338]]","[[-0.00019396 -0.00019396 -0.00019396]
 [ 0.00019396  0.00019396  0.00019396]]",-8.241584364077323,-8.247389627183324,0.005778416719179735,2.684638682273035e-05
797,797,3985,"[[0.1332228 0.1332228 0.1332228]
 [2.4317772 2.4317772 2.4317772]]","[[-0.00019554 -0.00019554 -0.00019554]
 [ 0.00019554  0.00019554  0.00019554]]",-8.2415843680034,-8.24748434164254,0.005872826331626198,2.714730751438731e-05
798,798,3990,"[[0.1322412 0.1322412 0.1322412]
 [2.4327588 2.4327588 2.4327588]]","[[-0.00019708 -0.00019708 -0.00019708]
 [ 0.00019708  0.00019708  0.00019708]]",-8.241584371757627,-8.247577142503948,0.005965359692680908,2.7411053640088247e-05
799,799,3995,"[[0.13125203 0.13125203 0.13125203]
 [2.43374797 2.43374797 2.43374797]]","[[-0.00019857 -0.00019857 -0.00019857]
 [ 0.00019857  0.00019857  0.00019857]]",-8.241584375330733,-8.247667963953125,0.006055927154523581,2.7661467868890374e-05
800,800,4000,"[[0.13025552 0.13025552 0.13025552]
 [2.43474448 2.43474448 2.43474448]]","[[-0.00020001 -0.00020001 -0.00020001]
 [ 0.00020001  0.00020001  0.00020001]]",-8.24158437873259,-8.247756742959371,0.006144438129360075,2.792609742285509e-05
801,801,4005,"[[0.12925189 0.12925189 0.12925189]
 [2.43574811 2.43574811 2.43574811]]","[[-0.00020141 -0.00020141 -0.00020141]
 [ 0.00020141  0.00020141  0.00020141]]",-8.241584381973546,-8.247843419153238,0.006230807510309032,2.8229669382267918e-05
802,802,4010,"[[0.12824138 0.12824138 0.12824138]
 [2.43675862 2.43675862 2.43675862]]","[[-0.00020277 -0.00020277 -0.00020277]
 [ 0.00020277  0.00020277  0.00020277]]",-8.241584385084076,-8.24792793463601,0.006314962496833285,2.8587055100698438e-05
803,803,4015,"[[0.12722419 0.12722419 0.12722419]
 [2.43777581 2.43777581 2.43777581]]","[[-0.00020408 -0.00020408 -0.00020408]
 [ 0.00020408  0.00020408  0.00020408]]",-8.241584388067931,-8.248010233541837,0.006396846215781309,2.8999258124749268e-05
804,804,4020,"[[0.12620057 0.12620057 0.12620057]
 [2.43879943 2.43879943 2.43879943]]","[[-0.00020535 -0.00020535 -0.00020535]
 [ 0.00020535  0.00020535  0.00020535]]",-8.241584390880377,-8.248090262005405,0.0064764161688610124,2.945495616749334e-05
805,805,4025,"[[0.12517074 0.12517074 0.12517074]
 [2.43982926 2.43982926 2.43982926]]","[[-0.00020657 -0.00020657 -0.00020657]
 [ 0.00020657  0.00020657  0.00020657]]",-8.241584393502578,-8.248167968785248,0.006553638889576555,2.9936393094238295e-05
806,806,4030,"[[0.12413491 0.12413491 0.12413491]
 [2.44086509 2.44086509 2.44086509]]","[[-0.00020774 -0.00020774 -0.00020774]
 [ 0.00020774  0.00020774  0.00020774]]",-8.24158439594679,-8.248243305569245,0.006628484542997847,3.0425079456916938e-05
807,807,4035,"[[0.12309331 0.12309331 0.12309331]
 [2.44190669 2.44190669 2.44190669]]","[[-0.00020887 -0.00020887 -0.00020887]
 [ 0.00020887  0.00020887  0.00020887]]",-8.241584398185436,-8.248316226879238,0.006700924426397007,3.090426740551021e-05
808,808,4040,"[[0.12204616 0.12204616 0.12204616]
 [2.44295384 2.44295384 2.44295384]]","[[-0.00020996 -0.00020996 -0.00020996]
 [ 0.00020996  0.00020996  0.00020996]]",-8.24158440018789,-8.248386690462596,0.006770931364366599,3.135891033941758e-05
809,809,4045,"[[0.12099368 0.12099368 0.12099368]
 [2.44400632 2.44400632 2.44400632]]","[[-0.00021101 -0.00021101 -0.00021101]
 [ 0.00021101  0.00021101  0.00021101]]",-8.241584401993332,-8.248454657694948,0.0068384809209030475,3.17747807121232e-05
810,810,4050,"[[0.11993609 0.11993609 0.11993609]
 [2.44506391 2.44506391 2.44506391]]","[[-0.00021201 -0.00021201 -0.00021201]
 [ 0.00021201  0.00021201  0.00021201]]",-8.241584403647304,-8.248520093023451,0.006903551251225021,3.213812492217994e-05
811,811,4055,"[[0.11887359 0.11887359 0.11887359]
 [2.44612641 2.44612641 2.44612641]]","[[-0.00021297 -0.00021297 -0.00021297]
 [ 0.00021297  0.00021297  0.00021297]]",-8.241584405146208,-8.248582963297732,0.006966120232877326,3.243791864611758e-05
812,812,4060,"[[0.11780641 0.11780641 0.11780641]
 [2.44719359 2.44719359 2.44719359]]","[[-0.00021388 -0.00021388 -0.00021388]
 [ 0.00021388  0.00021388  0.00021388]]",-8.241584406501698,-8.248643237746315,0.007026160451497151,3.267079311918136e-05
813,813,4065,"[[0.11673476 0.11673476 0.11673476]
 [2.44826524 2.44826524 2.44826524]]","[[-0.00021476 -0.00021476 -0.00021476]
 [ 0.00021476  0.00021476  0.00021476]]",-8.24158440773712,-8.248700887811037,0.007083635310785164,3.2844763130797615e-05
814,814,4070,"[[0.11565885 0.11565885 0.11565885]
 [2.44934115 2.44934115 2.44934115]]","[[-0.00021559 -0.00021559 -0.00021559]
 [ 0.00021559  0.00021559  0.00021559]]",-8.241584408834973,-8.248755886852972,0.007138499786104702,3.2978231894091625e-05
815,815,4075,"[[0.11457889 0.11457889 0.11457889]
 [2.45042111 2.45042111 2.45042111]]","[[-0.00021637 -0.00021637 -0.00021637]
 [ 0.00021637  0.00021637  0.00021637]]",-8.241584409769406,-8.248808210405123,0.00719070611345866,3.309452225930273e-05
816,816,4080,"[[0.11349511 0.11349511 0.11349511]
 [2.45150489 2.45150489 2.45150489]]","[[-0.00021712 -0.00021712 -0.00021712]
 [ 0.00021712  0.00021712  0.00021712]]",-8.24158441052949,-8.248857836567467,0.00724021140776106,3.3214630214457705e-05
817,817,4085,"[[0.11240772 0.11240772 0.11240772]
 [2.45259228 2.45259228 2.45259228]]","[[-0.00021782 -0.00021782 -0.00021782]
 [ 0.00021782  0.00021782  0.00021782]]",-8.241584411111063,-8.248904746201479,0.007286983303547698,3.33517868687379e-05
818,818,4090,"[[0.11131694 0.11131694 0.11131694]
 [2.45368306 2.45368306 2.45368306]]","[[-0.00021847 -0.00021847 -0.00021847]
 [ 0.00021847  0.00021847  0.00021847]]",-8.241584411521139,-8.248948923004606,0.007331000985822084,3.351049764528211e-05
819,819,4095,"[[0.11022298 0.11022298 0.11022298]
 [2.45477702 2.45477702 2.45477702]]","[[-0.00021909 -0.00021909 -0.00021909]
 [ 0.00021909  0.00021909  0.00021909]]",-8.241584411772452,-8.248990353406999,0.007372251935781884,3.368969876447861e-05
820,820,4100,"[[0.10912606 0.10912606 0.10912606]
 [2.45587394 2.45587394 2.45587394]]","[[-0.00021966 -0.00021966 -0.00021966]
 [ 0.00021966  0.00021966  0.00021966]]",-8.241584411868553,-8.24902902641381,0.007410727791478574,3.388675377772969e-05
821,821,4105,"[[0.10802639 0.10802639 0.10802639]
 [2.45697361 2.45697361 2.45697361]]","[[-0.00022019 -0.00022019 -0.00022019]
 [ 0.00022019  0.00022019  0.00022019]]",-8.24158441182076,-8.249064933511818,0.007446423116331304,3.409857472699173e-05
822,822,4110,"[[0.10692419 0.10692419 0.10692419]
 [2.45807581 2.45807581 2.45807581]]","[[-0.00022067 -0.00022067 -0.00022067]
 [ 0.00022067  0.00022067  0.00022067]]",-8.24158441164329,-8.249098068484072,0.007479337719943113,3.43191208400295e-05
823,823,4115,"[[0.10581966 0.10581966 0.10581966]
 [2.45918034 2.45918034 2.45918034]]","[[-0.00022112 -0.00022112 -0.00022112]
 [ 0.00022112  0.00022112  0.00022112]]",-8.241584411328013,-8.249128427195094,0.007509479191812664,3.453667526812499e-05
824,824,4120,"[[0.10471301 0.10471301 0.10471301]
 [2.46028699 2.46028699 2.46028699]]","[[-0.00022152 -0.00022152 -0.00022152]
 [ 0.00022152  0.00022152  0.00022152]]",-8.24158441085929,-8.249156007700616,0.007536861690431024,3.473515089578407e-05
825,825,4125,"[[0.10360446 0.10360446 0.10360446]
 [2.46139554 2.46139554 2.46139554]]","[[-0.00022188 -0.00022188 -0.00022188]
 [ 0.00022188  0.00022188  0.00022188]]",-8.241584410247272,-8.249180810472375,0.007561500630942765,3.4899594159793e-05
