,i,v,x,E,EKS,ekin,t
806,806,"[[-0.00021011 -0.00021011 -0.00021011]
 [ 0.00021011  0.00021011  0.00021011]]","[[0.12219339 0.12219339 0.12219339]
 [2.44280661 2.44280661 2.44280661]]",-8.241596308424038,-8.248376980530741,0.006780672106703722,4030
807,807,"[[-0.00021117 -0.00021117 -0.00021117]
 [ 0.00021117  0.00021117  0.00021117]]","[[0.12114012 0.12114012 0.12114012]
 [2.44385988 2.44385988 2.44385988]]",-8.241596327023876,-8.248445398650642,0.006849071626764912,4035
808,808,"[[-0.00021218 -0.00021218 -0.00021218]
 [ 0.00021218  0.00021218  0.00021218]]","[[0.12008168 0.12008168 0.12008168]
 [2.44491832 2.44491832 2.44491832]]",-8.241596345303865,-8.24851128316044,0.006914937856575327,4040
809,809,"[[-0.00021315 -0.00021315 -0.00021315]
 [ 0.00021315  0.00021315  0.00021315]]","[[0.11901828 0.11901828 0.11901828]
 [2.44598172 2.44598172 2.44598172]]",-8.241596363328943,-8.248574599330869,0.006978236001925144,4045
810,810,"[[-0.00021408 -0.00021408 -0.00021408]
 [ 0.00021408  0.00021408  0.00021408]]","[[0.11795015 0.11795015 0.11795015]
 [2.44704985 2.44704985 2.44704985]]",-8.241596381096425,-8.248635315111242,0.0070389340148179266,4050
811,811,"[[-0.00021496 -0.00021496 -0.00021496]
 [ 0.00021496  0.00021496  0.00021496]]","[[0.11687751 0.11687751 0.11687751]
 [2.44812249 2.44812249 2.44812249]]",-8.24159639854098,-8.248693401089692,0.007097002548713248,4055
812,812,"[[-0.0002158 -0.0002158 -0.0002158]
 [ 0.0002158  0.0002158  0.0002158]]","[[0.11580056 0.11580056 0.11580056]
 [2.44919944 2.44919944 2.44919944]]",-8.24159641562944,-8.248748830492271,0.007152414862831595,4060
813,813,"[[-0.00021659 -0.00021659 -0.00021659]
 [ 0.00021659  0.00021659  0.00021659]]","[[0.11471954 0.11471954 0.11471954]
 [2.45028046 2.45028046 2.45028046]]",-8.241596432365986,-8.248801579146894,0.0072051467809078115,4065
814,814,"[[-0.00021734 -0.00021734 -0.00021734]
 [ 0.00021734  0.00021734  0.00021734]]","[[0.11363466 0.11363466 0.11363466]
 [2.45136534 2.45136534 2.45136534]]",-8.241596448799722,-8.248851625463113,0.007255176663389798,4070
815,815,"[[-0.00021805 -0.00021805 -0.00021805]
 [ 0.00021805  0.00021805  0.00021805]]","[[0.11254613 0.11254613 0.11254613]
 [2.45245387 2.45245387 2.45245387]]",-8.241596464930725,-8.248898950412828,0.007302485482103983,4075
816,816,"[[-0.00021871 -0.00021871 -0.00021871]
 [ 0.00021871  0.00021871  0.00021871]]","[[0.11145417 0.11145417 0.11145417]
 [2.45354583 2.45354583 2.45354583]]",-8.241596480710708,-8.248943537495007,0.007347056784298767,4080
817,817,"[[-0.00021933 -0.00021933 -0.00021933]
 [ 0.00021933  0.00021933  0.00021933]]","[[0.110359 0.110359 0.110359]
 [2.454641 2.454641 2.454641]]",-8.241596496157142,-8.248985372681728,0.0073888765245861115,4085
818,818,"[[-0.00021991 -0.00021991 -0.00021991]
 [ 0.00021991  0.00021991  0.00021991]]","[[0.10926082 0.10926082 0.10926082]
 [2.45573918 2.45573918 2.45573918]]",-8.24159651126569,-8.24902444441096,0.007427933145270056,4090
819,819,"[[-0.00022045 -0.00022045 -0.00022045]
 [ 0.00022045  0.00022045  0.00022045]]","[[0.10815986 0.10815986 0.10815986]
 [2.45684014 2.45684014 2.45684014]]",-8.241596525980311,-8.249060743546359,0.0074642175660471,4095
820,820,"[[-0.00022094 -0.00022094 -0.00022094]
 [ 0.00022094  0.00022094  0.00022094]]","[[0.10705632 0.10705632 0.10705632]
 [2.45794368 2.45794368 2.45794368]]",-8.241596540300511,-8.249094263330441,0.007497723029930434,4100
821,821,"[[-0.0002214 -0.0002214 -0.0002214]
 [ 0.0002214  0.0002214  0.0002214]]","[[0.10595042 0.10595042 0.10595042]
 [2.45904958 2.45904958 2.45904958]]",-8.241596554262903,-8.249124999341793,0.007528445078890098,4105
822,822,"[[-0.00022181 -0.00022181 -0.00022181]
 [ 0.00022181  0.00022181  0.00022181]]","[[0.10484235 0.10484235 0.10484235]
 [2.46015765 2.46015765 2.46015765]]",-8.241596567875675,-8.2491529494669,0.007556381591224723,4110
823,823,"[[-0.00022218 -0.00022218 -0.00022218]
 [ 0.00022218  0.00022218  0.00022218]]","[[0.10373235 0.10373235 0.10373235]
 [2.46126765 2.46126765 2.46126765]]",-8.24159658113518,-8.249178113846579,0.0075815327113977985,4115
824,824,"[[-0.0002225 -0.0002225 -0.0002225]
 [ 0.0002225  0.0002225  0.0002225]]","[[0.1026206 0.1026206 0.1026206]
 [2.4623794 2.4623794 2.4623794]]",-8.241596594013414,-8.249200494831026,0.007603900817611573,4120
825,825,"[[-0.00022279 -0.00022279 -0.00022279]
 [ 0.00022279  0.00022279  0.00022279]]","[[0.10150731 0.10150731 0.10150731]
 [2.46349269 2.46349269 2.46349269]]",-8.241596606480979,-8.249220096935675,0.007623490454696811,4125
826,826,"[[-0.00022304 -0.00022304 -0.00022304]
 [ 0.00022304  0.00022304  0.00022304]]","[[0.1003927 0.1003927 0.1003927]
 [2.4646073 2.4646073 2.4646073]]",-8.241596618529309,-8.249236926800435,0.007640308271126101,4130
827,827,"[[-0.00022324 -0.00022324 -0.00022324]
 [ 0.00022324  0.00022324  0.00022324]]","[[0.09927696 0.09927696 0.09927696]
 [2.46572304 2.46572304 2.46572304]]",-8.24159663017824,-8.249250993136783,0.007654362958543071,4135
828,828,"[[-0.00022341 -0.00022341 -0.00022341]
 [ 0.00022341  0.00022341  0.00022341]]","[[0.0981603 0.0981603 0.0981603]
 [2.4668397 2.4668397 2.4668397]]",-8.241596641474972,-8.249262306675568,0.0076656652005961876,4140
829,829,"[[-0.00022353 -0.00022353 -0.00022353]
 [ 0.00022353  0.00022353  0.00022353]]","[[0.09704291 0.09704291 0.09704291]
 [2.46795709 2.46795709 2.46795709]]",-8.241596652396908,-8.24927088013467,0.007674227737762593,4145
830,830,"[[-0.00022361 -0.00022361 -0.00022361]
 [ 0.00022361  0.00022361  0.00022361]]","[[0.095925 0.095925 0.095925]
 [2.469075 2.469075 2.469075]]",-8.241596662931837,-8.249276728132003,0.0076800652001651395,4150
831,831,"[[-0.00022366 -0.00022366 -0.00022366]
 [ 0.00022366  0.00022366  0.00022366]]","[[0.09480676 0.09480676 0.09480676]
 [2.47019324 2.47019324 2.47019324]]",-8.241596673101588,-8.249279867176691,0.007683194075102032,4155
832,832,"[[-0.00022367 -0.00022367 -0.00022367]
 [ 0.00022367  0.00022367  0.00022367]]","[[0.09368839 0.09368839 0.09368839]
 [2.47131161 2.47131161 2.47131161]]",-8.241596682861443,-8.249280315590566,0.007683632729122204,4160
833,833,"[[-0.00022363 -0.00022363 -0.00022363]
 [ 0.00022363  0.00022363  0.00022363]]","[[0.09257009 0.09257009 0.09257009]
 [2.47242991 2.47242991 2.47242991]]",-8.24159669219791,-8.249278093467925,0.007681401270015418,4165
834,834,"[[-0.00022356 -0.00022356 -0.00022356]
 [ 0.00022356  0.00022356  0.00022356]]","[[0.09145205 0.09145205 0.09145205]
 [2.47354795 2.47354795 2.47354795]]",-8.241596701156123,-8.249273222608387,0.00767652145226486,4170
835,835,"[[-0.00022345 -0.00022345 -0.00022345]
 [ 0.00022345  0.00022345  0.00022345]]","[[0.09033446 0.09033446 0.09033446]
 [2.47466554 2.47466554 2.47466554]]",-8.241596709752889,-8.249265726486481,0.007669016733591745,4175
836,836,"[[-0.00022331 -0.00022331 -0.00022331]
 [ 0.00022331  0.00022331  0.00022331]]","[[0.08921751 0.08921751 0.08921751]
 [2.47578249 2.47578249 2.47578249]]",-8.241596717960489,-8.249255630192481,0.007658912231992297,4180
837,837,"[[-0.00022312 -0.00022312 -0.00022312]
 [ 0.00022312  0.00022312  0.00022312]]","[[0.08810139 0.08810139 0.08810139]
 [2.47689861 2.47689861 2.47689861]]",-8.241596725787772,-8.24924296036042,0.007646234572647778,4185
838,838,"[[-0.0002229 -0.0002229 -0.0002229]
 [ 0.0002229  0.0002229  0.0002229]]","[[0.08698629 0.08698629 0.08698629]
 [2.47801371 2.47801371 2.47801371]]",-8.2415967332434,-8.249227745137745,0.0076310118943445126,4190
839,839,"[[-0.00022264 -0.00022264 -0.00022264]
 [ 0.00022264  0.00022264  0.00022264]]","[[0.08587239 0.08587239 0.08587239]
 [2.47912761 2.47912761 2.47912761]]",-8.241596740294774,-8.249210014124285,0.007613273829510997,4195
840,840,"[[-0.00022234 -0.00022234 -0.00022234]
 [ 0.00022234  0.00022234  0.00022234]]","[[0.08475989 0.08475989 0.08475989]
 [2.48024011 2.48024011 2.48024011]]",-8.241596746979388,-8.249189798313672,0.007593051334283902,4200
841,841,"[[-0.00022201 -0.00022201 -0.00022201]
 [ 0.00022201  0.00022201  0.00022201]]","[[0.08364895 0.08364895 0.08364895]
 [2.48135105 2.48135105 2.48135105]]",-8.241596753325144,-8.249167130046377,0.007570376721232595,4205
842,842,"[[-0.00022164 -0.00022164 -0.00022164]
 [ 0.00022164  0.00022164  0.00022164]]","[[0.08253976 0.08253976 0.08253976]
 [2.48246024 2.48246024 2.48246024]]",-8.241596759301727,-8.24914204296752,0.00754528366579349,4210
843,843,"[[-0.00022124 -0.00022124 -0.00022124]
 [ 0.00022124  0.00022124  0.00022124]]","[[0.08143251 0.08143251 0.08143251]
 [2.48356749 2.48356749 2.48356749]]",-8.241596764915421,-8.249114571949253,0.007517807033831586,4215
844,844,"[[-0.0002208 -0.0002208 -0.0002208]
 [ 0.0002208  0.0002208  0.0002208]]","[[0.08032736 0.08032736 0.08032736]
 [2.48467264 2.48467264 2.48467264]]",-8.241596770213453,-8.249084753065743,0.007487982852288949,4220
845,845,"[[-0.00022033 -0.00022033 -0.00022033]
 [ 0.00022033  0.00022033  0.00022033]]","[[0.0792245 0.0792245 0.0792245]
 [2.4857755 2.4857755 2.4857755]]",-8.241596775156033,-8.249052623522752,0.007455848366719975,4225
846,846,"[[-0.00021982 -0.00021982 -0.00021982]
 [ 0.00021982  0.00021982  0.00021982]]","[[0.0781241 0.0781241 0.0781241]
 [2.4868759 2.4868759 2.4868759]]",-8.241596779717561,-8.249018221616279,0.007421441898716951,4230
847,847,"[[-0.00021927 -0.00021927 -0.00021927]
 [ 0.00021927  0.00021927  0.00021927]]","[[0.07702633 0.07702633 0.07702633]
 [2.48797367 2.48797367 2.48797367]]",-8.241596783938796,-8.24898158667931,0.007384802740513923,4235
848,848,"[[-0.0002187 -0.0002187 -0.0002187]
 [ 0.0002187  0.0002187  0.0002187]]","[[0.07593136 0.07593136 0.07593136]
 [2.48906864 2.48906864 2.48906864]]",-8.241596787836373,-8.248942759038776,0.007345971202402296,4240
849,849,"[[-0.00021809 -0.00021809 -0.00021809]
 [ 0.00021809  0.00021809  0.00021809]]","[[0.07483936 0.07483936 0.07483936]
 [2.49016064 2.49016064 2.49016064]]",-8.241596791404072,-8.248901779942553,0.007304988538481558,4245
850,850,"[[-0.00021744 -0.00021744 -0.00021744]
 [ 0.00021744  0.00021744  0.00021744]]","[[0.07375049 0.07375049 0.07375049]
 [2.49124951 2.49124951 2.49124951]]",-8.241596794651391,-8.248858691543077,0.007261896891685664,4250
851,851,"[[-0.00021676 -0.00021676 -0.00021676]
 [ 0.00021676  0.00021676  0.00021676]]","[[0.07266494 0.07266494 0.07266494]
 [2.49233506 2.49233506 2.49233506]]",-8.241596797571365,-8.248813536825667,0.007216739254301616,4255
852,852,"[[-0.00021606 -0.00021606 -0.00021606]
 [ 0.00021606  0.00021606  0.00021606]]","[[0.07158285 0.07158285 0.07158285]
 [2.49341715 2.49341715 2.49341715]]",-8.241596800180796,-8.24876635957048,0.0071695593896839785,4260
853,853,"[[-0.00021531 -0.00021531 -0.00021531]
 [ 0.00021531  0.00021531  0.00021531]]","[[0.07050439 0.07050439 0.07050439]
 [2.49449561 2.49449561 2.49449561]]",-8.241596802488818,-8.248717204305724,0.0071204018169049995,4265
854,854,"[[-0.00021454 -0.00021454 -0.00021454]
 [ 0.00021454  0.00021454  0.00021454]]","[[0.06942971 0.06942971 0.06942971]
 [2.49557029 2.49557029 2.49557029]]",-8.241596804503049,-8.248666116264427,0.007069311761378903,4270
855,855,"[[-0.00021373 -0.00021373 -0.00021373]
 [ 0.00021373  0.00021373  0.00021373]]","[[0.06835899 0.06835899 0.06835899]
 [2.49664101 2.49664101 2.49664101]]",-8.241596806212797,-8.248613141324284,0.007016335111487973,4275
856,856,"[[-0.0002129 -0.0002129 -0.0002129]
 [ 0.0002129  0.0002129  0.0002129]]","[[0.06729238 0.06729238 0.06729238]
 [2.49770762 2.49770762 2.49770762]]",-8.241596807634357,-8.248558325984552,0.006961518350194592,4280
857,857,"[[-0.00021203 -0.00021203 -0.00021203]
 [ 0.00021203  0.00021203  0.00021203]]","[[0.06623002 0.06623002 0.06623002]
 [2.49876998 2.49876998 2.49876998]]",-8.241596808780056,-8.24850171730943,0.006904908529375047,4285
858,858,"[[-0.00021113 -0.00021113 -0.00021113]
 [ 0.00021113  0.00021113  0.00021113]]","[[0.06517208 0.06517208 0.06517208]
 [2.49982792 2.49982792 2.49982792]]",-8.241596809635922,-8.248443362880618,0.0068465532446959805,4290
859,859,"[[-0.0002102 -0.0002102 -0.0002102]
 [ 0.0002102  0.0002102  0.0002102]]","[[0.0641187 0.0641187 0.0641187]
 [2.5008813 2.5008813 2.5008813]]",-8.241596810217981,-8.248383310767121,0.006786500549140668,4295
860,860,"[[-0.00020925 -0.00020925 -0.00020925]
 [ 0.00020925  0.00020925  0.00020925]]","[[0.06307004 0.06307004 0.06307004]
 [2.50192996 2.50192996 2.50192996]]",-8.241596810536471,-8.248321609476982,0.00672479894050976,4300
861,861,"[[-0.00020826 -0.00020826 -0.00020826]
 [ 0.00020826  0.00020826  0.00020826]]","[[0.06202623 0.06202623 0.06202623]
 [2.50297377 2.50297377 2.50297377]]",-8.241596810613693,-8.24825830793027,0.006661497316576851,4305
862,862,"[[-0.00020724 -0.00020724 -0.00020724]
 [ 0.00020724  0.00020724  0.00020724]]","[[0.06098744 0.06098744 0.06098744]
 [2.50401256 2.50401256 2.50401256]]",-8.241596810448048,-8.24819345539435,0.00659664494630291,4310
863,863,"[[-0.0002062 -0.0002062 -0.0002062]
 [ 0.0002062  0.0002062  0.0002062]]","[[0.05995381 0.05995381 0.05995381]
 [2.50504619 2.50504619 2.50504619]]",-8.241596810029453,-8.24812710146452,0.006530291435068296,4315
864,864,"[[-0.00020512 -0.00020512 -0.00020512]
 [ 0.00020512  0.00020512  0.00020512]]","[[0.05892546 0.05892546 0.05892546]
 [2.50607454 2.50607454 2.50607454]]",-8.241596809407389,-8.248059296028043,0.006462486620653848,4320
865,865,"[[-0.00020402 -0.00020402 -0.00020402]
 [ 0.00020402  0.00020402  0.00020402]]","[[0.05790256 0.05790256 0.05790256]
 [2.50709744 2.50709744 2.50709744]]",-8.241596808570584,-8.247990089218199,0.0063932806476137485,4325
866,866,"[[-0.00020289 -0.00020289 -0.00020289]
 [ 0.00020289  0.00020289  0.00020289]]","[[0.05688523 0.05688523 0.05688523]
 [2.50811477 2.50811477 2.50811477]]",-8.241596807464541,-8.247919531374228,0.006322723909687553,4330
867,867,"[[-0.00020174 -0.00020174 -0.00020174]
 [ 0.00020174  0.00020174  0.00020174]]","[[0.05587361 0.05587361 0.05587361]
 [2.50912639 2.50912639 2.50912639]]",-8.241596806134341,-8.24784767302082,0.006250866886478773,4335
868,868,"[[-0.00020056 -0.00020056 -0.00020056]
 [ 0.00020056  0.00020056  0.00020056]]","[[0.05486785 0.05486785 0.05486785]
 [2.51013215 2.51013215 2.51013215]]",-8.241596804619418,-8.247774564822762,0.00617776020334439,4340
869,869,"[[-0.00019935 -0.00019935 -0.00019935]
 [ 0.00019935  0.00019935  0.00019935]]","[[0.05386806 0.05386806 0.05386806]
 [2.51113194 2.51113194 2.51113194]]",-8.241596802915085,-8.247700257562862,0.006103454647776272,4345
870,870,"[[-0.00019811 -0.00019811 -0.00019811]
 [ 0.00019811  0.00019811  0.00019811]]","[[0.05287439 0.05287439 0.05287439]
 [2.51212561 2.51212561 2.51212561]]",-8.241596800994621,-8.247624802097617,0.0060280011029957255,4350
871,871,"[[-0.00019685 -0.00019685 -0.00019685]
 [ 0.00019685  0.00019685  0.00019685]]","[[0.05188697 0.05188697 0.05188697]
 [2.51311303 2.51311303 2.51311303]]",-8.241596798864817,-8.247548249328094,0.005951450463277318,4355
872,872,"[[-0.00019556 -0.00019556 -0.00019556]
 [ 0.00019556  0.00019556  0.00019556]]","[[0.05090592 0.05090592 0.05090592]
 [2.51409408 2.51409408 2.51409408]]",-8.241596796558863,-8.247470650179949,0.005873853621085549,4360
873,873,"[[-0.00019425 -0.00019425 -0.00019425]
 [ 0.00019425  0.00019425  0.00019425]]","[[0.04993137 0.04993137 0.04993137]
 [2.51506863 2.51506863 2.51506863]]",-8.241596794076733,-8.247392055567012,0.00579526149027853,4365
874,874,"[[-0.00019291 -0.00019291 -0.00019291]
 [ 0.00019291  0.00019291  0.00019291]]","[[0.04896345 0.04896345 0.04896345]
 [2.51603655 2.51603655 2.51603655]]",-8.2415967914138,-8.247312516357363,0.0057157249435635556,4370
875,875,"[[-0.00019155 -0.00019155 -0.00019155]
 [ 0.00019155  0.00019155  0.00019155]]","[[0.04800227 0.04800227 0.04800227]
 [2.51699773 2.51699773 2.51699773]]",-8.241596788585142,-8.247232083353229,0.005635294768087701,4375
876,876,"[[-0.00019016 -0.00019016 -0.00019016]
 [ 0.00019016  0.00019016  0.00019016]]","[[0.04704797 0.04704797 0.04704797]
 [2.51795203 2.51795203 2.51795203]]",-8.24159678560426,-8.247150807265944,0.005554021661683993,4380
877,877,"[[-0.00018875 -0.00018875 -0.00018875]
 [ 0.00018875  0.00018875  0.00018875]]","[[0.04610066 0.04610066 0.04610066]
 [2.51889934 2.51889934 2.51889934]]",-8.24159678247312,-8.247068738680644,0.005471956207523564,4385
878,878,"[[-0.00018732 -0.00018732 -0.00018732]
 [ 0.00018732  0.00018732  0.00018732]]","[[0.04516046 0.04516046 0.04516046]
 [2.51983954 2.51983954 2.51983954]]",-8.241596779205354,-8.246985928035956,0.0053891488306022,4390
879,879,"[[-0.00018586 -0.00018586 -0.00018586]
 [ 0.00018586  0.00018586  0.00018586]]","[[0.04422749 0.04422749 0.04422749]
 [2.52077251 2.52077251 2.52077251]]",-8.241596775816445,-8.246902425600329,0.00530564978388391,4395
880,880,"[[-0.00018438 -0.00018438 -0.00018438]
 [ 0.00018438  0.00018438  0.00018438]]","[[0.04330185 0.04330185 0.04330185]
 [2.52169815 2.52169815 2.52169815]]",-8.24159677230789,-8.24681828145588,0.005221509147990019,4400
881,881,"[[-0.00018288 -0.00018288 -0.00018288]
 [ 0.00018288  0.00018288  0.00018288]]","[[0.04238367 0.04238367 0.04238367]
 [2.52261633 2.52261633 2.52261633]]",-8.241596768679635,-8.246733545459133,0.005136776779498205,4405
882,882,"[[-0.00018135 -0.00018135 -0.00018135]
 [ 0.00018135  0.00018135  0.00018135]]","[[0.04147306 0.04147306 0.04147306]
 [2.52352694 2.52352694 2.52352694]]",-8.241596764930678,-8.246648267233047,0.005051502302368704,4410
883,883,"[[-0.00017981 -0.00017981 -0.00017981]
 [ 0.00017981  0.00017981  0.00017981]]","[[0.04057013 0.04057013 0.04057013]
 [2.52442987 2.52442987 2.52442987]]",-8.241596761061665,-8.246562496139186,0.004965735077520709,4415
884,884,"[[-0.00017824 -0.00017824 -0.00017824]
 [ 0.00017824  0.00017824  0.00017824]]","[[0.03967498 0.03967498 0.03967498]
 [2.52532502 2.52532502 2.52532502]]",-8.241596757090592,-8.246476281262654,0.004879524172061339,4420
885,885,"[[-0.00017665 -0.00017665 -0.00017665]
 [ 0.00017665  0.00017665  0.00017665]]","[[0.03878772 0.03878772 0.03878772]
 [2.52621228 2.52621228 2.52621228]]",-8.241596753019033,-8.246389671382452,0.004792918363419324,4425
886,886,"[[-0.00017504 -0.00017504 -0.00017504]
 [ 0.00017504  0.00017504  0.00017504]]","[[0.03790846 0.03790846 0.03790846]
 [2.52709154 2.52709154 2.52709154]]",-8.241596748853626,-8.246302714964399,0.004705966110773431,4430
887,887,"[[-0.00017341 -0.00017341 -0.00017341]
 [ 0.00017341  0.00017341  0.00017341]]","[[0.0370373 0.0370373 0.0370373]
 [2.5279627 2.5279627 2.5279627]]",-8.241596744608692,-8.246215460140856,0.004618715532163986,4435
888,888,"[[-0.00017176 -0.00017176 -0.00017176]
 [ 0.00017176  0.00017176  0.00017176]]","[[0.03617434 0.03617434 0.03617434]
 [2.52882566 2.52882566 2.52882566]]",-8.241596740286784,-8.246127954688601,0.004531214401817029,4440
889,889,"[[-0.00017009 -0.00017009 -0.00017009]
 [ 0.00017009  0.00017009  0.00017009]]","[[0.03531969 0.03531969 0.03531969]
 [2.52968031 2.52968031 2.52968031]]",-8.241596735916971,-8.246040246021385,0.004443510104414839,4445
890,890,"[[-0.0001684 -0.0001684 -0.0001684]
 [ 0.0001684  0.0001684  0.0001684]]","[[0.03447343 0.03447343 0.03447343]
 [2.53052657 2.53052657 2.53052657]]",-8.241596731494202,-8.24595238114731,0.004355649653107831,4450
891,891,"[[-0.00016669 -0.00016669 -0.00016669]
 [ 0.00016669  0.00016669  0.00016669]]","[[0.03363568 0.03363568 0.03363568]
 [2.53136432 2.53136432 2.53136432]]",-8.24159672700624,-8.245864406700058,0.0042676796938189805,4455
892,892,"[[-0.00016496 -0.00016496 -0.00016496]
 [ 0.00016496  0.00016496  0.00016496]]","[[0.03280651 0.03280651 0.03280651]
 [2.53219349 2.53219349 2.53219349]]",-8.241596722469891,-8.245776368878278,0.004179646408387579,4460
893,893,"[[-0.00016322 -0.00016322 -0.00016322]
 [ 0.00016322  0.00016322  0.00016322]]","[[0.03198604 0.03198604 0.03198604]
 [2.53301396 2.53301396 2.53301396]]",-8.24159671789113,-8.245688313462567,0.0040915955714386385,4465
894,894,"[[-0.00016145 -0.00016145 -0.00016145]
 [ 0.00016145  0.00016145  0.00016145]]","[[0.03117435 0.03117435 0.03117435]
 [2.53382565 2.53382565 2.53382565]]",-8.24159671326441,-8.245600285786168,0.004003572521756409,4470
895,895,"[[-0.00015967 -0.00015967 -0.00015967]
 [ 0.00015967  0.00015967  0.00015967]]","[[0.03037153 0.03037153 0.03037153]
 [2.53462847 2.53462847 2.53462847]]",-8.24159670863627,-8.245512330727571,0.003915622091302452,4475
896,896,"[[-0.00015787 -0.00015787 -0.00015787]
 [ 0.00015787  0.00015787  0.00015787]]","[[0.02957766 0.02957766 0.02957766]
 [2.53542234 2.53542234 2.53542234]]",-8.241596709319195,-8.245424491014873,0.003827781695678888,4480
897,897,"[[-0.00015605 -0.00015605 -0.00015605]
 [ 0.00015605  0.00015605  0.00015605]]","[[0.02879285 0.02879285 0.02879285]
 [2.53620715 2.53620715 2.53620715]]",-8.24159673263678,-8.245336814596351,0.0037400819595721853,4485
898,898,"[[-0.00015421 -0.00015421 -0.00015421]
 [ 0.00015421  0.00015421  0.00015421]]","[[0.02801718 0.02801718 0.02801718]
 [2.53698282 2.53698282 2.53698282]]",-8.241596766590945,-8.245249342486892,0.0036525758959468275,4490
899,899,"[[-0.00015236 -0.00015236 -0.00015236]
 [ 0.00015236  0.00015236  0.00015236]]","[[0.02725073 0.02725073 0.02725073]
 [2.53774927 2.53774927 2.53774927]]",-8.24159679845611,-8.245162118321215,0.003565319865105503,4495
900,900,"[[-0.00015049 -0.00015049 -0.00015049]
 [ 0.00015049  0.00015049  0.00015049]]","[[0.02649359 0.02649359 0.02649359]
 [2.53850641 2.53850641 2.53850641]]",-8.241596829737157,-8.245075184364064,0.0034783546269059346,4500
901,901,"[[-0.0001486 -0.0001486 -0.0001486]
 [ 0.0001486  0.0001486  0.0001486]]","[[0.02574584 0.02574584 0.02574584]
 [2.53925416 2.53925416 2.53925416]]",-8.241596859906226,-8.24498858257627,0.003391722670043075,4505
902,902,"[[-0.0001467 -0.0001467 -0.0001467]
 [ 0.0001467  0.0001467  0.0001467]]","[[0.02500756 0.02500756 0.02500756]
 [2.53999244 2.53999244 2.53999244]]",-8.241596889088028,-8.24490235433585,0.0033054652478225217,4510
903,903,"[[-0.00014478 -0.00014478 -0.00014478]
 [ 0.00014478  0.00014478  0.00014478]]","[[0.02427883 0.02427883 0.02427883]
 [2.54072117 2.54072117 2.54072117]]",-8.241596917358313,-8.244816540495803,0.0032196231374888827,4515
904,904,"[[-0.00014285 -0.00014285 -0.00014285]
 [ 0.00014285  0.00014285  0.00014285]]","[[0.02355972 0.02355972 0.02355972]
 [2.54144028 2.54144028 2.54144028]]",-8.241596944624327,-8.24473118136007,0.003134236735742887,4520
905,905,"[[-0.0001409 -0.0001409 -0.0001409]
 [ 0.0001409  0.0001409  0.0001409]]","[[0.02285032 0.02285032 0.02285032]
 [2.54214968 2.54214968 2.54214968]]",-8.241596970994447,-8.244646316686616,0.0030493456921683653,4525
906,906,"[[-0.00013894 -0.00013894 -0.00013894]
 [ 0.00013894  0.00013894  0.00013894]]","[[0.02215069 0.02215069 0.02215069]
 [2.54284931 2.54284931 2.54284931]]",-8.241596996572241,-8.244561985661123,0.002964989088883117,4530
907,907,"[[-0.00013696 -0.00013696 -0.00013696]
 [ 0.00013696  0.00013696  0.00013696]]","[[0.02146091 0.02146091 0.02146091]
 [2.54353909 2.54353909 2.54353909]]",-8.241597021250874,-8.244478226917817,0.002881205666943157,4535
908,908,"[[-0.00013497 -0.00013497 -0.00013497]
 [ 0.00013497  0.00013497  0.00013497]]","[[0.02078105 0.02078105 0.02078105]
 [2.54421895 2.54421895 2.54421895]]",-8.2415970450162,-8.244395078507196,0.002798033490996085,4540
909,909,"[[-0.00013297 -0.00013297 -0.00013297]
 [ 0.00013297  0.00013297  0.00013297]]","[[0.02011118 0.02011118 0.02011118]
 [2.54488882 2.54488882 2.54488882]]",-8.241597067938672,-8.244312577909595,0.0027155099709224796,4545
910,910,"[[-0.00013095 -0.00013095 -0.00013095]
 [ 0.00013095  0.00013095  0.00013095]]","[[0.01945138 0.01945138 0.01945138]
 [2.54554862 2.54554862 2.54554862]]",-8.241597090032878,-8.24423076201262,0.0026336719797422376,4550
911,911,"[[-0.00012892 -0.00012892 -0.00012892]
 [ 0.00012892  0.00012892  0.00012892]]","[[0.0188017 0.0188017 0.0188017]
 [2.5461983 2.5461983 2.5461983]]",-8.24159711128011,-8.244149667121448,0.002552555841339511,4555
912,912,"[[-0.00012687 -0.00012687 -0.00012687]
 [ 0.00012687  0.00012687  0.00012687]]","[[0.01816222 0.01816222 0.01816222]
 [2.54683778 2.54683778 2.54683778]]",-8.241597131744388,-8.244069328950083,0.002472197205695063,4560
913,913,"[[-0.00012481 -0.00012481 -0.00012481]
 [ 0.00012481  0.00012481  0.00012481]]","[[0.017533 0.017533 0.017533]
 [2.547467 2.547467 2.547467]]",-8.2415971514786,-8.243989782609937,0.002392631131336291,4565
914,914,"[[-0.00012274 -0.00012274 -0.00012274]
 [ 0.00012274  0.00012274  0.00012274]]","[[0.0169141 0.0169141 0.0169141]
 [2.5480859 2.5480859 2.5480859]]",-8.241597170422025,-8.243911062613043,0.002313892191016678,4570
915,915,"[[-0.00012066 -0.00012066 -0.00012066]
 [ 0.00012066  0.00012066  0.00012066]]","[[0.01630559 0.01630559 0.01630559]
 [2.54869441 2.54869441 2.54869441]]",-8.241597188655426,-8.243833202868153,0.00223601421272647,4575
